Cust_No,Target,Nation,Birth_Place,Gender,Age,Marriage_State,Highest Education,House_State,Work_Years,Title,Duty,Industry,Year_Income,Couple_Year_Income,L12_Month_Pay_Amount,Couple_L12_Month_Pay_Amount,Ast_Curr_Bal,Std_Cred_Limit,Loan_Curr_Bal,ZX_Max_Account_Number,ZX_Max_Link_Banks,ZX_Max_Overdue_Account,ZX_Link_Max_Overdue_Amount,ZX_Total_Overdu_Months,ZX_Max_Overdue_Duration,ZX_Max_Credits,ZX_Max_Credit_Banks,ZX_Max_Overdue_Credits,ZX_Credit_Max_Overdu_Amount,ZX_Credit_Total_Overdue_Months,ZX_Credit_Max_Overdue_Duration
3333,0,1,513022,1,32,20,71,1,0,9,2,,200000,100000,0,0,0.66,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3334,0,90,330621,1,43,99,71,1,0,,0,26,100000,100000,0,0,2244.35,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3335,0,1,330621,1,39,20,61,,0,,0,,50000,100000,32697,0,6.14,10000,0,5,2,0,0,0,0,0,0,0,0,0,0
3336,0,90,330624,1,34,99,90,,0,,9,,60000,100000,0,0,11983.8,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3337,0,1,330683,1,34,20,61,,68629,9,0,,30000,100000,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0
3338,0,1,330621,1,33,20,71,1,0,,0,,120000,100000,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3339,0,,330621,1,27,,,,0,,,,100000,100000,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3340,0,,330602,0,24,,,,0,,0,,150000,100000,0,0,0,10000,0,10,5,1,0,1,1,0,0,0,0,0,0
3341,0,,330621,0,23,,,,0,,0,,40000,100000,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3342,1,1,330602,1,31,10,31,,68624,,,,40000,100000,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3343,0,,330621,1,25,,,,0,,0,,40000,100000,0,0,0.87,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3344,0,1,330621,1,30,10,41,1,0,9,0,81,50000,100000,35148.7,0,30.99,8000,0,4,3,2,364,2,1,0,0,0,0,0,0
3345,0,1,330621,1,46,20,61,1,0,,2,,100000,100000,0,0,1512.08,20000,0,2,2,1,0,1,1,0,0,0,0,0,0
3346,0,,330621,1,31,,,,0,,0,,100000,100000,0,0,108.42,20000,0,1,1,0,0,0,0,0,0,0,0,0,0
3347,0,1,320203,0,48,20,90,1,0,0,0,,300000,100000,0,0,311.79,20000,0,19,7,1,621,2,1,2,2,0,0,0,0
3348,0,90,330621,1,24,99,90,,0,,9,,50000,100000,0,0,229.34,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3349,0,1,330621,1,46,20,61,1,0,9,2,52,500000,100000,0,0,5720.37,30000,720000,8,6,1,0,2,1,26,2,0,0,0,0
3350,0,,330621,1,45,99,71,1,0,,9,,100000,100000,0,0,110766.79,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3351,0,,330621,1,43,,,,0,,2,,300000,100000,0,0,260.19,50000,0,0,0,0,0,0,0,0,0,0,0,0,0
3352,0,,320321,1,43,,,,0,,0,,60000,100000,0,0,0,3500,0,0,0,0,0,0,0,1,1,1,0,1,1
3353,0,1,330621,0,30,99,9,1,0,,9,,120000,100000,0,0,11589.25,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3354,0,1,330621,1,42,99,61,1,0,9,9,17,150000,100000,0,0,431.79,20000,0,5,2,1,1,15,1,0,0,0,0,0,0
3355,0,1,622722,0,27,10,21,1,0,9,1,51,400000,100000,0,0,1884.88,30000,1260000,8,6,4,2962,6,1,2,2,0,0,0,0
3356,0,,330621,1,23,,,,0,,0,,60000,100000,0,0,3.5,2000,0,1,1,0,0,0,0,1,1,0,0,0,0
3357,0,,330621,0,24,,,,0,,0,,50000,100000,0,0,556.91,5000,0,1,1,0,0,0,0,0,0,0,0,0,0
3358,0,1,330621,1,40,40,71,1,0,9,9,51,150000,100000,0,0,26.63,15000,250000,6,5,1,0,1,1,2,2,0,0,0,0
3359,0,1,522422,0,42,40,71,5,0,9,9,,260000,100000,0,0,21.35,10000,415999.92,3,3,0,0,0,0,1,1,0,0,0,0
3360,0,1,330621,1,31,99,90,1,0,,0,,60000,100000,0,0,13.07,5000,0,2,2,0,0,0,0,0,0,0,0,0,0
3361,0,1,330621,0,49,99,90,1,0,,2,,160000,100000,0,0,6713.14,20000,0,2,2,0,0,0,0,0,0,0,0,0,0
3362,0,,330602,1,41,,,,0,,0,,80000,100000,0,0,4579.45,22000,0,0,0,0,0,0,0,0,0,0,0,0,0
3363,0,1,330621,1,23,10,9,1,0,,0,,30000,100000,0,0,14,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3364,0,1,330621,1,28,99,90,1,0,,1,,500000,100000,0,0,7332.81,20000,0,2,2,0,0,0,0,0,0,0,0,0,0
3365,0,,412822,1,30,,,,0,,0,,40000,100000,0,0,4.39,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
3366,0,1,330621,1,47,30,21,1,0,9,9,,150000,100000,0,0,515.62,12000,0,0,0,0,0,0,0,0,0,0,0,0,0
3367,1,90,330621,1,26,10,71,1,0,,9,47,100000,100000,0,0,98.16,5000,8057.98,2,2,2,3999,10,5,3,3,1,150,4,4
3368,0,1,330725,1,37,20,61,1,68631,9,9,,300000,100000,0,0,40.79,20000,1200000,7,6,1,0,4,1,1,1,0,0,0,0
3369,0,90,330621,0,34,99,9,,0,,9,,60000,100000,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3370,0,,330621,0,24,,,,0,,0,,42000,100000,0,0,8842.42,8000,0,4,4,1,0,1,1,0,0,0,0,0,0
3371,0,,330621,0,27,,,,0,,9,,300000,100000,0,0,85057.13,10000,0,3,2,0,0,0,0,1,1,0,0,0,0
3372,0,,330602,1,52,,,,0,,1,,200000,100000,90269,0,102970.1,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3373,0,1,330682,1,40,99,9,1,0,,9,,50000,100000,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3374,0,90,330621,0,29,20,71,1,0,,0,1,100000,100000,0,0,2.55,10000,0,4,3,1,0,1,1,2,2,0,0,0,0
3375,0,90,330621,1,43,20,61,1,0,0,2,51,100000,100000,0,0,1532.81,8000,0,1,1,0,0,0,0,1,1,0,0,0,0
3376,0,,330782,0,33,,,,0,,2,,500000,100000,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3377,0,,330602,1,34,,,,0,,2,,100000,100000,0,0,0.64,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3378,0,90,330621,1,38,99,71,1,0,,0,,200000,100000,612,0,31824.57,20000,0,10,6,5,1187,12,1,0,0,0,0,0,0
3379,0,1,330621,1,42,99,71,,0,,9,,150000,100000,0,0,1514.19,5000,0,4,3,2,200,4,1,0,0,0,0,0,0
3380,0,1,330621,1,47,20,71,1,68623,9,2,52,300000,100000,0,0,17.74,10000,1600000,7,4,1,7364,4,1,2,2,0,0,0,0
3381,0,90,330621,1,26,10,41,1,0,9,9,17,70000,100000,0,0,218.57,15000,30960.1,6,4,0,0,0,0,1,1,0,0,0,0
3382,0,,330621,1,23,,,,0,,0,,100000,100000,0,0,53.08,8000,0,6,6,0,0,0,0,4,4,0,0,0,0
3383,0,1,330621,1,49,20,71,1,0,9,1,51,300000,100000,300,0,315.2,15000,0,2,2,2,1925,3,2,1,1,0,0,0,0
3384,0,,330621,0,27,,,,0,,0,,50000,100000,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0
3385,0,,330725,1,39,,,,0,,2,,200000,100000,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
3386,0,,339005,1,28,,,,0,,,,0,100000,0,0,0,10000,0,5,4,3,2630,11,1,2,1,0,0,0,0
3387,0,,330621,1,31,,,,0,,0,,40000,100000,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3388,0,1,330621,1,29,10,21,1,0,,0,,100000,100000,0,0,28985.59,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3389,1,1,430426,0,36,20,71,1,0,9,1,,300000,100000,0,0,253.8,20000,0,12,7,3,1463,20,7,1,1,1,826935,3,3
3390,0,,330621,1,39,2,2,,0,,1,,400000,100000,0,0,9782.09,20000,0,2,1,0,0,0,0,0,0,0,0,0,0
3391,0,,339005,1,44,,,,0,,1,,180000,100000,0,0,17,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3392,0,1,330621,0,52,99,90,,0,,1,,100000,100000,0,0,483.92,20000,0,4,4,0,0,0,0,0,0,0,0,0,0
3393,1,1,330621,1,31,99,9,1,0,,9,,60000,100000,0,0,1.55,10000,0,4,3,1,599,3,2,5,2,0,0,0,0
3394,0,,330621,0,25,,,,0,,0,,40000,100000,0,0,600,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3395,0,1,330621,1,34,10,61,1,0,9,9,52,100000,100000,600,0,494.7,10000,0,4,3,1,535,3,1,1,1,0,0,0,0
3396,0,1,330621,1,35,99,90,1,0,,0,,100000,100000,0,0,19.03,5000,0,3,2,3,1919,8,3,1,1,1,0,1,1
3397,0,,321281,1,28,,,,0,,0,,100000,100000,0,0,9813.94,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3398,0,,330621,1,27,,,,0,,,,0,100000,0,0,336.83,10000,0,2,2,0,0,0,0,0,0,0,0,0,0
3399,1,,512532,1,38,,,,0,,1,,200000,100000,0,0,101.78,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3400,0,1,330621,0,33,99,90,1,0,,9,,300000,100000,0,0,2252646.62,50000,0,2,1,0,0,0,0,0,0,0,0,0,0
3401,0,,330602,1,31,,,,0,,,,50000,100000,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3402,0,1,330621,1,32,99,90,1,0,,0,,100000,100000,0,0,0.84,10000,0,3,3,0,0,0,0,0,0,0,0,0,0
3403,0,90,330621,1,27,99,9,,0,,0,,80000,100000,0,0,8.76,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3404,0,1,522424,1,25,10,61,1,0,9,9,,100000,100000,0,0,0,5000,0,2,2,0,0,0,0,2,2,1,3050,4,1
3405,0,,330621,0,35,,,,0,,0,,100000,100000,0,0,43005.83,12000,0,1,1,0,0,0,0,0,0,0,0,0,0
3406,0,1,330621,0,27,99,90,1,0,,9,1,100000,100000,0,0,201910.15,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3407,0,,330621,0,50,,,,0,,9,,500000,100000,0,0,7.48,10000,0,4,3,0,0,0,0,2,2,0,0,0,0
3408,0,,330621,1,29,,,,0,,2,,500000,100000,0,0,200.8,20000,0,6,4,1,3218,8,3,3,3,0,0,0,0
3409,0,1,330602,1,43,10,90,1,0,9,9,,645840,100000,0,0,13.31,20000,0,11,6,6,2306,14,2,0,0,3,2217,4,1
3410,0,1,330621,1,27,20,81,1,0,,9,,100000,100000,400,0,1.05,13000,0,3,2,0,0,0,0,0,0,0,0,0,0
3411,0,1,330121,1,53,20,71,1,0,,9,,300000,100000,0,0,254.65,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3412,0,,330719,1,37,,,,0,,2,,80000,100000,0,0,0.12,10000,0,7,5,1,78,2,1,3,2,0,0,0,0
3413,0,1,330602,1,64,20,61,,68624,9,0,,80000,100000,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3414,0,90,330621,0,43,20,71,1,0,,0,51,78000,100000,0,0,0,20000,0,10,5,0,0,0,0,1,1,0,0,0,0
3415,0,,330621,0,37,,,,0,,,,50000,100000,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3416,0,1,330621,1,46,99,61,1,0,,0,1,100000,100000,10207,0,51027.55,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3417,0,,330602,0,32,,,,0,,,,0,100000,0,0,0,15000,0,4,3,0,0,0,0,0,0,0,0,0,0
3418,0,,330903,1,31,,,,0,,9,,100000,100000,38846,0,0.47,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3419,0,1,330621,0,41,99,90,1,0,,9,,200000,100000,0,0,4.18,10000,0,5,3,0,0,0,0,0,0,0,0,0,0
3420,0,1,330621,1,35,20,31,1,0,9,0,79,100000,100000,0,0,835.6,40000,700000,3,2,0,0,0,0,2,2,1,0,4,1
3421,0,,330602,0,31,,,,0,,0,,100000,100000,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3422,0,,330621,1,26,,,,0,,0,,80000,100000,0,0,5.03,10000,0,3,2,1,0,3,1,0,0,0,0,0,0
3423,0,,330621,0,23,,,,0,,0,,60000,100000,0,0,0.51,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3424,1,1,330621,1,40,99,41,1,68626,1,1,17,400000,60000,0,0,42.5,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3425,0,1,342401,0,31,20,71,1,0,9,9,52,50000,300000,0,0,5568.68,10000,12584.42,2,2,1,0,2,2,1,1,0,0,0,0
3426,0,1,330621,0,41,20,21,1,0,9,0,51,150000,200000,0,0,174.62,10000,371671.32,0,0,0,0,0,0,1,1,0,0,0,0
3427,0,1,330621,1,53,20,61,1,0,9,9,51,200000,200000,0,0,2143.18,15000,200000,1,1,0,0,0,0,1,1,0,0,0,0
3429,0,,352121,0,40,20,71,1,0,,9,72,50000,160000,0,0,2301.37,10000,40000,6,3,0,0,0,0,0,0,0,0,0,0
3430,0,1,330621,1,52,20,71,1,68624,9,1,29,200000,130000,0,0,53.68,5000,900000,5,5,4,1058,60,2,1,1,1,727,6,1
3431,0,1,330621,1,35,20,41,6,0,0,2,22,200000,50000,0,0,284.36,10000,500000,2,2,2,1509,6,1,1,1,0,0,0,0
3432,0,1,330621,1,48,20,71,1,0,9,9,1,150000,50000,0,0,196.91,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3433,0,1,513022,0,40,40,81,1,0,9,9,52,240000,192000,0,0,2695.53,20000,86486.54,27,12,1,8293,3,1,5,4,1,3971,3,1
3434,0,1,330621,1,42,20,71,1,0,9,9,17,100000,30000,0,0,429.92,10000,400000,1,1,0,0,0,0,1,1,0,0,0,0
3435,0,1,330621,1,46,20,61,1,0,9,9,,100000,50000,0,0,233.07,10000,300000,0,0,0,0,0,0,1,1,0,0,0,0
3436,0,1,330621,0,33,20,21,1,0,9,1,54,100000,100000,0,0,0,15000,0,16,7,2,1064,4,1,0,0,0,0,0,0
3437,0,1,330621,0,41,20,71,1,68621,0,1,17,250000,300000,0,0,8634.6,20000,1200000,7,4,4,2112,12,1,1,1,0,0,0,0
3438,0,1,330621,1,44,20,71,1,0,0,9,62,200000,150000,0,0,99.58,5000,640000,1,1,1,640,6,2,0,0,2,51494,16,7
3439,0,1,330724,1,36,20,31,1,0,9,0,14,300000,150000,0,0,177.21,20000,500000,6,4,3,0,20,1,11,5,0,0,0,0
3440,0,1,330621,1,30,20,21,1,0,9,9,17,190000,15,0,0,330.03,20000,200000,5,4,3,2104,14,1,2,2,0,0,0,0
3441,0,1,330621,1,40,20,71,1,0,9,9,3,100000,8,0,0,1705.12,20000,260000,5,4,2,299,6,1,1,1,0,0,0,0
3442,0,90,330621,1,43,20,61,1,0,,9,51,100000,0,0,0,871.29,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3444,0,90,330621,0,26,20,61,1,0,9,9,17,50000,80000,0,0,3890.99,5000,150000,8,6,0,0,0,0,1,1,0,0,0,0
3445,0,1,330621,1,44,20,71,1,0,9,,51,4,100000,0,0,81390.88,20000,0,4,3,2,0,2,1,1,1,0,0,0,0
3446,0,1,330621,1,49,20,71,1,0,9,2,48,250000,50000,0,0,39.47,10000,580000,2,2,2,2993,76,2,1,1,2,3038,2,1
3447,0,1,330621,1,56,20,71,1,0,9,9,58,80000,200000,0.6,0,676.33,10000,71968.56,5,5,2,59,3,1,1,1,0,0,0,0
3450,0,1,330621,0,37,20,31,1,0,9,9,82,60000,150000,111714.56,0,27014.63,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3451,0,1,330621,1,42,20,61,1,0,0,9,17,500000,100000,0,0,5359.37,10000,400000,4,2,2,0,2,1,3,3,2,5367,2,1
3452,0,1,330621,1,49,20,61,1,0,0,9,51,500000,200000,0,0,9019.65,30000,1200000,23,13,3,222,8,1,1,1,0,0,0,0
3453,0,1,330621,1,44,20,71,1,0,9,9,52,200000,50000,0,0,240.78,10000,150000,1,1,0,0,0,0,2,1,0,0,0,0
3454,0,1,330621,1,35,20,61,1,0,0,0,80,200000,240000,0,0,884.95,10000,240000,4,4,3,403,5,1,6,4,0,0,0,0
3456,0,1,330621,0,39,20,71,1,0,9,9,,80000,150000,0,0,50000,20000,0,1,1,1,1051,1,1,0,0,0,0,0,0
3460,0,1,330621,1,41,20,61,1,0,9,1,51,240000,96000,0,0,309.7,15000,600000,3,3,0,0,0,0,1,1,0,0,0,0
3462,0,1,330621,1,34,20,31,1,0,9,1,50,300000,120000,0,0,252.43,40000,3920000,1,1,1,0,12,2,3,2,1,0,4,1
3463,0,1,330602,0,53,20,71,1,0,0,0,51,100000,200000,0,0,78.46,8000,400000,2,2,1,36,2,1,1,1,0,0,0,0
3464,0,1,330621,1,47,20,61,1,0,9,9,48,200000,30000,1427.92,0,2615.49,20000,200000,1,1,0,0,0,0,1,1,0,0,0,0
3465,0,1,330621,1,32,99,9,1,0,,0,51,100000,50000,0,0,67994.99,10000,100000,4,3,0,0,0,0,3,2,0,0,0,0
3466,0,1,330621,1,41,20,61,1,0,0,0,83,60000,150000,65621.1,0,1849.02,5000,80000,5,4,4,1458,26,2,0,0,0,0,0,0
3468,0,1,330621,1,31,99,90,1,0,9,9,78,300000,200000,0,0,140111.86,20000,0,7,5,1,2996,1,1,1,1,0,0,0,0
3469,0,1,330621,1,37,20,31,1,68625,9,9,17,300000,100000,0,0,8637.58,20000,0,13,7,2,4172,1,1,1,1,0,0,0,0
3470,0,1,330621,1,47,20,61,1,0,,1,1,200000,25,0,0,351.5,15000,300000,2,1,0,0,0,0,1,1,0,0,0,0
3471,0,1,330621,0,29,20,61,1,0,9,9,1,250000,8,0,0,15.54,20000,400000,4,2,2,0,10,1,1,1,0,0,0,0
3472,0,90,330621,1,32,20,21,1,0,,0,72,80000,60000,64982.44,0,619.88,5000,600000,15,7,2,23,4,1,1,1,0,0,0,0
3473,0,,330621,1,43,,61,,0,,2,,180000,100000,0,0,0,50000,0,17,12,2,347,3,1,1,1,0,0,0,0
3477,0,1,330621,1,33,20,21,1,0,9,2,49,500000,50000,0,0,44198.14,20000,2500000,4,3,2,2299,20,1,4,3,1,0,10,1
3478,0,1,330621,1,45,20,31,1,0,,0,44,90000,3,0,0,55.64,20000,0,3,2,0,0,0,0,2,2,0,0,0,0
3479,0,1,330621,1,42,20,61,1,0,0,0,18,100000,100000,0,0,3483.8,5000,30000,0,0,0,0,0,0,0,0,0,0,0,0
3480,0,1,330621,1,40,20,71,1,0,9,0,51,250000,8,0,0,20.76,10000,500000,8,6,5,2148,12,1,1,1,1,521763,2,2
3482,1,1,330621,1,35,20,41,1,68623,0,2,17,300000,40000,0,0,11.1,10000,780000,4,3,4,3104,32,2,1,1,0,0,0,0
3485,0,1,330621,1,43,20,71,1,0,9,9,72,50000,50000,0,0,304.43,10000,300000,4,3,2,1912,38,3,1,1,0,0,0,0
3487,0,1,330621,0,42,20,61,,68631,9,0,,200000,280000,0,0,993.81,5000,0,3,2,0,0,0,0,0,0,0,0,0,0
3488,0,1,330621,1,50,20,71,1,68620,9,9,52,300000,260000,0,0,1797.99,20000,150000,4,3,1,0,4,1,1,1,0,0,0,0
3489,0,90,330621,1,48,99,71,1,0,,0,50,150000,0,0,0,109.67,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3491,0,1,330621,1,48,20,71,1,0,0,,4,200000,100000,0,0,81.64,5000,300000,2,2,0,0,0,0,1,1,0,0,0,0
3492,0,1,330621,1,48,20,71,1,0,0,1,49,500000,40000,0,0,347.88,15000,0,1,1,0,0,0,0,2,2,0,0,0,0
3493,0,1,330621,1,40,20,71,,0,,2,,100000,3,0,0,616.59,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3494,0,1,140221,0,33,20,21,1,68619,0,0,83,180000,180000,724,0,27.07,20000,0,7,5,1,22,1,1,0,0,0,0,0,0
3496,0,90,330621,1,46,20,71,1,0,9,0,17,40000,150000,0,0,294.95,5000,150000,2,2,1,206,3,1,1,1,0,0,0,0
3497,0,1,330621,1,45,20,71,1,0,9,,51,300000,100000,0,0,503.28,10000,190000,8,5,5,11722,15,3,1,1,0,0,0,0
3499,0,1,330621,1,52,20,71,1,68626,9,9,50,100000,20000,6260,0,6676.4,18000,200000,3,3,0,0,0,0,1,1,0,0,0,0
3500,0,1,330621,1,44,20,71,1,0,,9,51,150000,100000,0,0,37831.27,8000,77027.7,2,2,0,0,0,0,0,0,0,0,0,0
3502,0,1,330621,1,37,20,71,1,0,9,0,79,200000,50000,0,0,50.88,8000,200000,1,1,0,0,0,0,2,2,0,0,0,0
3503,0,1,330621,1,32,20,47,1,0,9,9,29,150000,100000,0,0,98.89,10000,400000,5,4,0,0,0,0,1,1,0,0,0,0
3504,0,1,330621,1,56,20,21,1,0,9,2,,250000,100000,0,0,0,28500,249928.71,0,0,0,0,0,0,0,0,0,0,0,0
3506,0,1,330621,0,41,20,9,1,68632,9,0,51,130000,200000,0.02,0,159.33,5000,0,12,9,5,1128,22,2,1,1,0,0,0,0
3507,0,1,330621,1,40,20,71,1,0,,,62,150000,50000,0,0,5647.78,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3509,0,,330328,1,37,,14,,0,,9,,200000,0,0,0,86.26,50000,0,0,0,0,0,0,0,0,0,0,0,0,0
3511,0,1,330621,1,57,20,71,1,68630,3,9,17,150000,50000,0,0,436.15,4000,360000,7,5,5,1670,78,3,3,3,0,0,0,0
3512,0,1,330621,1,43,20,61,1,0,9,0,17,120000,20000,0,0,87570.08,10000,300000,4,3,2,805,16,1,1,1,0,0,0,0
3514,0,1,330621,0,39,20,61,1,0,9,9,52,500000,300000,0,0,17012.69,20000,0,9,7,2,0,2,1,0,0,0,0,0,0
3515,0,1,330622,1,46,20,71,1,0,9,1,,400000,200000,0,0,5302.63,40000,0,10,7,1,2230,1,1,3,3,0,0,0,0
3518,0,1,140322,1,31,20,31,1,0,9,1,,200000,60000,0,0,557.33,20000,90000,4,2,1,0,2,1,2,2,0,0,0,0
3519,0,1,339005,1,35,20,21,1,68621,9,9,5,180000,150000,0,0,314.5,20000,2400000,10,6,1,212,4,1,4,2,0,0,0,0
3520,0,1,330621,0,52,20,81,1,68635,0,1,51,100000,220000,18965.8,0,2504.38,5000,0,2,2,1,0,1,1,0,0,0,0,0,0
3521,0,1,330621,0,38,99,41,1,0,0,9,51,1000000,300000,0,0,168.34,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3522,0,90,330621,1,45,20,71,1,0,,0,17,60000,50000,0,0,150.07,5000,0,1,1,0,0,0,0,0,0,0,0,0,0
3524,0,1,411325,1,36,20,21,1,0,,2,701,500000,200000,482967.4,0,4051.69,50000,500000,5,4,1,793,2,1,1,1,0,0,0,0
3525,1,1,330621,1,42,20,61,1,0,9,9,,130000,50000,0,0,17.69,8000,120000,4,3,3,4821,22,7,1,1,0,0,0,0
3526,0,1,330621,1,46,20,71,1,0,9,9,62,70000,50000,0,0,51.69,5000,50000,2,2,0,0,0,0,1,1,0,0,0,0
3527,0,1,330621,1,40,10,71,1,0,9,9,51,230000,4,0,0,119393.76,10000,400000,5,4,1,513,2,1,1,1,1,887,2,1
3528,1,1,330621,0,40,20,21,1,0,9,0,,90000,120000,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,0,1,330621,0,36,20,21,2,0,9,9,68,100000,300000,0,0,35.46,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3531,0,1,330602,0,37,20,61,1,0,9,0,49,200000,200000,0,0,272.11,20000,1800000,2,2,2,2740,48,2,1,1,1,8849,24,1
3532,0,1,330621,0,56,20,61,1,0,9,0,52,160000,100000,12625.2,0,64756.12,5000,300000,1,1,1,779,5,1,1,1,1,449698,1,1
3533,0,1,330621,1,45,20,71,1,68626,0,2,51,200000,100000,0,0,430.56,5000,7200000,3,3,0,0,0,0,1,1,0,0,0,0
3536,0,1,330621,1,39,20,71,1,0,9,0,51,200000,40000,0,0,103.48,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3538,0,1,330602,1,59,10,61,1,68649,9,9,44,100000,100000,0,0,0,5000,0,1,1,1,853,19,3,0,0,0,0,0,0
3539,0,90,330621,1,28,20,81,1,0,,0,51,70000,40000,0,0,188.96,8000,55773.2,4,3,0,0,0,0,1,1,0,0,0,0
3540,0,1,330602,1,31,20,21,1,0,9,1,,1000000,100000,0,0,74.88,20000,0,14,10,1,0,3,1,21,11,7,8983,6,1
3541,0,1,330621,1,36,20,21,1,0,9,2,51,200000,50000,0,0,563.39,10000,0,6,5,0,0,0,0,0,0,0,0,0,0
3543,0,1,330621,0,35,99,41,1,68625,9,0,66,100000,18,99214.97,0,3017.09,5000,110000,4,3,3,596,7,1,1,1,0,0,0,0
3544,0,1,330621,1,45,20,71,1,0,9,2,49,150000,50000,0,0,147.46,20000,50000,0,0,0,0,0,0,1,1,0,0,0,0
3546,0,1,330621,1,42,20,71,1,0,9,9,47,300000,30000,0,0,333.68,10000,500000,3,3,0,0,0,0,1,1,0,0,0,0
3547,0,1,330621,0,46,99,90,1,0,,0,,100000,4,0,0,48.27,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3548,1,1,330621,1,50,20,61,1,0,0,2,51,60000,200000,0,0,21.46,20000,0,9,7,3,2480,20,1,0,0,1,2544,4,1
3549,0,1,330602,1,45,20,90,1,0,9,2,17,200000,200000,0,0,1228.82,10000,400000,1,1,1,0,2,1,1,1,0,0,0,0
3550,0,1,330621,1,46,20,61,1,0,9,2,17,200000,50000,0,0,203.75,5000,6300000,4,3,0,0,0,0,1,1,0,0,0,0
3552,0,1,330621,1,39,20,61,1,0,,9,17,270000,200000,0,0,4193.76,10000,0,10,5,1,0,1,1,1,1,1,3123,1,1
3554,0,1,330621,1,38,20,71,1,0,0,9,72,150000,13,0,0,453.76,10000,100000,2,2,1,44,1,1,1,1,0,0,0,0
3556,0,1,330621,1,42,20,61,1,0,9,9,52,100000,20,0,0,1581.53,20000,400000,2,2,0,0,0,0,1,1,0,0,0,0
3558,0,1,330621,1,41,20,71,1,68626,9,9,51,250000,60000,0,0,438.9,10000,280000,1,1,0,0,0,0,1,1,0,0,0,0
3560,0,1,330621,1,39,20,61,1,0,9,2,52,600000,100000,0,0,1224.77,5000,200000,18,10,9,2125,34,2,1,1,0,0,0,0
3561,0,90,330621,1,27,20,41,1,0,,0,52,200000,190000,0,0,2772.38,10000,100000,7,6,0,0,0,0,2,2,0,0,0,0
3562,0,1,330621,1,49,20,71,1,0,0,9,17,200000,80000,0,0,6464.57,6000,1500000,3,3,0,0,0,0,2,2,0,0,0,0
3563,0,1,330621,1,56,99,90,1,0,0,9,17,300000,20000,0,0,140.57,15000,0,2,2,1,16,1,1,0,0,0,0,0,0
3565,0,1,330621,1,31,20,31,1,0,9,9,17,60000,100000,0,0,80.79,5000,0,1,1,1,173,6,1,1,1,0,0,0,0
3566,0,90,330621,1,38,20,61,1,0,9,0,80,8,100000,0,0,7.68,20000,0,9,8,3,361,6,3,0,0,0,0,0,0
